000698,沈阳化工,2024-01-08,0.51,0.49,35,333,967.66,33,584,172.40,振幅值达15%的证券
000820,神雾节能,2024-01-08,0.48,0.52,21,958,392.00,23,850,701.64,跌幅偏离值达7%的证券
001298,好上好,2024-01-08,0.48,0.52,13,080,309.00,13,959,135.55,跌幅偏离值达7%的证券
001314,亿道信息,2024-01-08,0.57,0.43,121,253,769.00,89,864,485.42,换手率达20%的证券
001339,智微智能,2024-01-08,0.38,0.62,90,696,405.00,146,541,720.48,跌幅偏离值达7%的证券
001339,智微智能,2024-01-08,0.38,0.62,90,696,405.00,146,541,720.48,振幅值达15%的证券
001339,智微智能,2024-01-08,0.38,0.62,90,696,405.00,146,541,720.48,换手率达20%的证券
002323,雅博股份,2024-01-08,0.43,0.57,141,282,999.94,187,564,592.52,连续三个交易日内涨幅偏离值累计达20%的证券
002403,爱仕达,2024-01-08,0.52,0.48,73,208,505.00,66,251,597.73,连续三个交易日内涨幅偏离值累计达20%的证券
002584,西陇科学,2024-01-08,0.63,0.37,125,958,712.00,75,261,522.00,涨幅偏离值达7%的证券
002584,西陇科学,2024-01-08,0.63,0.37,125,958,712.00,75,261,522.00,振幅值达15%的证券
002703,浙江世宝,2024-01-08,0.73,0.27,109,198,457.26,40,967,309.00,涨幅偏离值达7%的证券
002780,三夫户外,2024-01-08,0.43,0.57,62,816,594.68,81,929,404.58,连续三个交易日内涨幅偏离值累计达20%的证券
002786,银宝山新,2024-01-08,0.59,0.41,164,197,469.30,114,175,440.88,涨幅偏离值达7%的证券
002819,东方中科,2024-01-08,0.27,0.73,87,770,723.18,233,449,496.97,连续三个交易日内涨幅偏离值累计达20%的证券
002862,实丰文化,2024-01-08,0.42,0.58,43,723,024.36,61,389,378.88,换手率达20%的证券
002882,金龙羽,2024-01-08,0.46,0.54,62,549,762.17,74,711,086.91,涨幅偏离值达7%的证券
002882,金龙羽,2024-01-08,0.52,0.48,83,993,948.34,78,705,736.91,连续三个交易日内涨幅偏离值累计达20%的证券
002888,惠威科技,2024-01-08,0.61,0.39,20,803,344.00,13,233,929.38,跌幅偏离值达7%的证券
002952,亚世光电,2024-01-08,0.52,0.48,65,189,381.75,61,233,757.75,振幅值达15%的证券
003015,日久光电,2024-01-08,0.53,0.47,126,171,206.38,111,869,098.61,跌幅偏离值达7%的证券
003015,日久光电,2024-01-08,0.53,0.47,126,171,206.38,111,869,098.61,振幅值达15%的证券
003015,日久光电,2024-01-08,0.53,0.47,126,171,206.38,111,869,098.61,换手率达20%的证券
003025,思进智能,2024-01-08,0.57,0.43,69,843,805.78,53,336,187.53,涨幅偏离值达7%的证券
003032,传智教育,2024-01-08,0.45,0.55,69,313,504.04,85,060,823.60,换手率达20%的证券
300076,GQY视讯,2024-01-08,0.74,0.26,122,148,157.00,43,794,172.06,涨幅达到15%的证券
300799,*ST左江,2024-01-08,0.5,0.5,19,914,454.50,19,901,682.00,跌幅达到15%的证券
300956,英力股份,2024-01-08,0.34,0.66,33,322,996.30,64,182,484.00,换手率达到30%的证券
300989,蕾奥规划,2024-01-08,0.78,0.22,76,737,951.49,21,885,513.00,涨幅达到15%的证券
301337,亚华电子,2024-01-08,0.34,0.66,47,482,009.23,90,343,157.91,换手率达到30%的证券
301503,智迪科技,2024-01-08,0.28,0.72,34,145,740.17,89,695,775.71,换手率达到30%的证券
301511,德福科技,2024-01-08,0.28,0.72,44,848,186.76,112,930,067.44,换手率达到30%的证券
301566,达利凯普,2024-01-08,0.46,0.54,31,051,835.18,35,832,376.97,换手率达到30%的证券
600234,科新发展,2024-01-08,0.86,0.14,32,627,600.00,5,222,200.00,涨幅偏离值达7%的证券
600239,云南城投,2024-01-08,0.56,0.44,104,601,300.00,83,090,000.00,连续三个交易日内涨幅偏离值累计达20%的证券
600306,*ST商城,2024-01-08,0.53,0.47,27,042,500.00,24,370,300.00,连续三日内，日均换手率与前五日比值达30倍，且累计达20%
600593,大连圣亚,2024-01-08,0.31,0.69,58,849,800.00,131,583,600.00,连续三个交易日内涨幅偏离值累计达20%的证券
600825,新华传媒,2024-01-08,0.81,0.19,56,745,900.00,13,567,700.00,涨幅偏离值达7%的证券
601096,宏盛华源,2024-01-08,0.49,0.51,205,538,800.00,213,767,000.00,换手率达20%的证券
603004,鼎龙科技,2024-01-08,0.31,0.69,44,719,300.00,100,163,600.00,跌幅偏离值达7%的证券
603052,可川科技,2024-01-08,0.39,0.61,69,063,100.00,106,548,300.00,换手率达20%的证券
603065,宿迁联盛,2024-01-08,0.49,0.51,42,268,200.00,43,965,100.00,涨幅偏离值达7%的证券
603065,宿迁联盛,2024-01-08,0.49,0.51,42,268,200.00,43,965,100.00,换手率达20%的证券
603065,宿迁联盛,2024-01-08,0.56,0.44,63,154,000.00,49,726,300.00,连续三个交易日内涨幅偏离值累计达20%的证券
603075,热威股份,2024-01-08,0.42,0.58,40,461,800.00,56,709,300.00,换手率达20%的证券
603097,江苏华辰,2024-01-08,0.35,0.65,9,185,900.00,17,192,800.00,跌幅偏离值达7%的证券
603121,华培动力,2024-01-08,0.36,0.64,81,872,900.00,148,436,200.00,振幅值达15%的证券
603280,南方路机,2024-01-08,0.53,0.47,32,051,200.00,28,915,800.00,换手率达20%的证券
603373,安邦护卫,2024-01-08,0.52,0.48,36,288,600.00,33,914,000.00,跌幅偏离值达7%的证券
603530,神马电力,2024-01-08,0.61,0.39,182,682,300.00,117,675,600.00,连续三个交易日内跌幅偏离值累计达20%的证券
603595,东尼电子,2024-01-08,0.23,0.77,6,879,100.00,23,334,700.00,跌幅偏离值达7%的证券
603628,清源股份,2024-01-08,0.47,0.53,164,828,600.00,188,887,100.00,连续三个交易日内涨幅偏离值累计达20%的证券
603665,康隆达,2024-01-08,0.32,0.68,18,071,600.00,39,261,200.00,跌幅偏离值达7%的证券
603709,中源家居,2024-01-08,0.32,0.68,17,355,400.00,36,811,800.00,振幅值达15%的证券
605118,力鼎光电,2024-01-08,0.61,0.39,165,402,400.00,106,382,900.00,连续三个交易日内跌幅偏离值累计达20%的证券
605158,华达新材,2024-01-08,0.5,0.5,38,426,300.00,37,947,600.00,涨幅偏离值达7%的证券
605158,华达新材,2024-01-08,0.47,0.53,45,091,200.00,50,722,700.00,连续三个交易日内涨幅偏离值累计达20%的证券
605303,园林股份,2024-01-08,0.7,0.3,19,550,600.00,8,555,100.00,涨幅偏离值达7%的证券
